cik10,ticker,company_name,provider_end_date,raw_last_price_date,last_price_date,last_close,last_adjusted_close,last_volume,last_5_session_return,last_21_session_return,final_dividend,final_split_factor,sec_completion_filing_date,sec_completion_accession,sec_completion_items,sec_nearby_25_nse,sec_25_nse_accessions,terminal_reason,terminal_return_available,provisional_backtest_rule
0000928022,CPE,CALLON PETROLEUM CO,2024-04-11,2024-04-11,2024-04-01,35.76,35.76,0.0,0.02640642939150384,0.1476251604621308,0.0,1.0,2024-04-01,0001193125-24-083393,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-000247,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001038357,PXD,PIONEER NATURAL RESOURCES CO,2024-05-03,2024-05-03,2024-05-03,269.62,269.62,0.0,0.002789452151597427,-0.0008152979543432082,0.0,1.0,2024-05-03,0001193125-24-130052,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|5.04|9.01,True,0000876661-24-000321,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001856430,SNPO,SNAP ONE HOLDINGS CORP.,2024-06-21,2024-06-21,2024-06-14,10.75,10.75,911085.0,0.0018639328984155767,0.011288805268109048,0.0,1.0,2024-06-14,0001104659-24-071779,1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000406,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001118417,MODN,"MODEL N, INC.",2024-06-27,2024-06-27,2024-06-27,30.0,30.0,0.0,0.0016694490818029983,0.00536193029490617,0.0,1.0,2024-06-27,0001193125-24-170493,1.01|2.01|3.01|3.03|5.01|5.02|5.03|5.07|8.01|9.01,True,0000876661-24-000530,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001437352,EVBG,"EVERBRIDGE, INC.",2026-08-13,2024-08-19,2024-07-02,35.0,35.0,0.0,0.006036217303822866,0.0069044879171462625,0.0,1.0,2024-07-02,0001193125-24-173902,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000467,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001835681,PWSC,"POWERSCHOOL HOLDINGS, INC.",2024-10-01,2024-10-01,2024-10-01,22.81,22.81,0.0,0.0008775778850371729,0.004403346543372821,0.0,1.0,2024-10-01,0001193125-24-230179,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-000894,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000007332,SWN,SOUTHWESTERN ENERGY CO,2024-10-01,2024-10-01,2024-10-01,7.11,7.11,0.0,0.036443148688046545,0.11442006269592486,0.0,1.0,2024-10-01,0001104659-24-104962,1.01|1.02|2.01|3.01|3.03|5.01|5.02|7.01|9.01,True,0000876661-24-000892,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001085869,PRFT,PERFICIENT INC,2024-10-10,2024-10-10,2024-10-02,75.96,75.96,0.0,0.006359300476947327,0.010375099760574491,0.0,1.0,2024-10-02,0001193125-24-230795,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000739,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001496963,SQSP,"SQUARESPACE, INC.",2024-10-18,2024-10-18,2024-10-17,46.57,46.57,0.0,0.0017208001720798727,0.003447532859297553,0.0,1.0,2024-10-17,0001140361-24-043631,1.01|1.02|2.01|3.01|3.03|5.02|5.03|7.01|9.01,True,0000876661-24-001010,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001645070,STER,STERLING CHECK CORP.,2024-10-31,2024-10-31,2024-10-31,16.74,16.74,0.0,0.0,0.004801920768307211,0.0,1.0,2024-10-31,0001193125-24-248212,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000838,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000350868,ITI,"ITERIS, INC.",2024-11-01,2024-11-01,2024-11-01,7.19,7.19,4543.0,0.0,0.0041899441340782495,0.0,1.0,2024-11-01,0001140361-24-044894,2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-24-000843,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001841804,INST,"INSTRUCTURE HOLDINGS, INC.",2024-11-13,2024-11-13,2024-11-13,23.6,23.6,0.0,0.0008481764206955678,0.003401360544217802,0.0,1.0,2024-11-13,0001193125-24-257230,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-001067,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001866550,TWKS,"THOUGHTWORKS HOLDING, INC.",2024-11-13,2024-11-13,2024-11-13,4.47,4.47,0.0,0.011312217194570096,0.009029345372460584,0.0,1.0,2024-11-13,0001213900-24-097457,2.01|3.01|3.03|5.02|5.03|7.01|9.01,True,0001354457-24-000865,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000101778,MRO,MARATHON OIL CORP,2024-11-22,2024-11-22,2024-11-22,28.55,28.55,0.0,-0.0013990905911157592,0.08143939393939403,0.0,1.0,2024-11-22,0001104659-24-122113,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-001100,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001835591,VZIO,VIZIO HOLDING CORP.,2024-12-03,2024-12-03,2024-12-03,11.35,11.35,0.0,0.0035366931918654476,0.017937219730941534,0.0,1.0,2024-12-03,0001193125-24-269483,2.01|3.01|3.03|4.01|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-001127,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001366561,SMAR,SMARTSHEET INC,2025-01-22,2025-01-22,2025-01-22,56.47,56.47,0.0,0.0019517388218595055,0.009113652609006317,0.0,1.0,2025-01-22,0001628280-25-002101,1.01|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-25-000046,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001468666,SCWX,SECUREWORKS CORP,2025-02-03,2025-02-03,2025-02-03,8.51,8.51,0.0,0.003537735849056478,0.005910165484633412,0.0,1.0,2025-02-03,0000950142-25-000239,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-25-000059,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000002178,AE,"ADAMS RESOURCES & ENERGY, INC.",2025-02-04,2025-02-04,2025-02-04,37.98,37.98,6983.0,0.001846478501714488,0.01823056300268089,0.0,1.0,2025-02-04,0000002178-25-000022,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|9.01,True,0001143313-25-000006,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001313275,BCOV,BRIGHTCOVE INC,2025-02-04,2025-02-04,2025-02-04,4.45,4.45,0.0,0.004514672686230403,0.02771362586605086,0.0,1.0,2025-02-04,0001193125-25-019685,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-25-000069,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001423774,ZUO,ZUORA INC,2025-02-14,2025-02-14,2025-02-14,10.02,10.02,0.0,0.004008016032064132,0.004008016032064132,0.0,1.0,2025-02-14,0001140361-25-004515,1.02|2.01|3.01|3.03|5.01|5.02|5.03|5.07|8.01|9.01,True,0000876661-25-000116,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001720671,HCP,"HASHICORP, INC.",2025-02-27,2025-02-27,2025-02-27,34.78,34.78,0.0,0.008700696055684576,0.014289880431612723,0.0,1.0,2025-02-27,0001193125-25-037910,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-25-000140,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000808326,EMKR,EMCORE CORP,2025-02-28,2025-02-28,2025-02-28,3.095,3.095,120529.0,0.008143322475570258,0.014754098360655776,0.0,1.0,2025-02-28,0001104659-25-019002,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-25-000150,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001138639,INFN,INFINERA CORP,2025-02-28,2025-02-28,2025-02-28,6.64,6.64,0.0,-0.0015037593984963404,0.004538577912253983,0.0,1.0,2025-02-28,0001193125-25-041368,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-25-000146|0001354457-25-000147,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001819394,MTTR,"MATTERPORT, INC./DE",2025-02-28,2025-02-28,2025-02-28,5.38,5.38,0.0,0.0074906367041198685,0.038610038610038755,0.0,1.0,2025-02-28,0001104659-25-018773,2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-25-000149,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001897982,AZPN,"ASPEN TECHNOLOGY, INC.",2025-03-12,2025-03-12,2025-03-12,264.33,264.33,0.0,-0.0023777173913043237,-0.004406779661016991,0.0,1.0,2025-03-12,0001140361-25-008260,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-25-000196,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001701732,ALTR,ALTAIR ENGINEERING INC.,2025-03-26,2025-03-26,2025-03-26,111.85,111.85,0.0,0.0016118921823229382,0.0025096352065967498,0.0,1.0,2025-03-28,0001193125-25-066329,1.01|1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-25-000243,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000713425,LGTY,"LOGILITY SUPPLY CHAIN SOLUTIONS, INC",2025-04-04,2025-04-04,2025-04-04,14.29,14.29,2381783.0,0.00280701754385948,0.007047216349541863,0.0,1.0,2025-04-04,0001140361-25-012311,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-25-000287,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001839439,PYCR,"PAYCOR HCM, INC.",2025-04-14,2025-04-14,2025-04-14,22.49,22.49,0.0,0.0017817371937638438,0.005364327223960519,0.0,1.0,2025-04-14,0000950103-25-004791,1.02|2.01|3.01|3.03|5.01|5.03|8.01|9.01,True,0001354457-25-000329,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001043604,JNPR,JUNIPER NETWORKS INC,2025-07-02,2025-07-02,2025-07-02,39.95,39.95,0.0,0.09302325581395365,0.11374407582938395,0.0,1.0,2025-07-02,0001193125-25-154400,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-25-000489,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000004447,HES,HESS CORP,2025-07-18,2025-07-18,2025-07-18,148.97,148.97,104703.0,-0.027737893225427523,0.032291594484096686,0.0,1.0,2025-07-18,0000950142-25-001950,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-25-000523,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000917491,FARO,FARO TECHNOLOGIES INC,2025-07-21,2025-07-21,2025-07-21,43.99,43.99,0.0,0.0015938069216758777,0.0047967108268616165,0.0,1.0,2025-07-21,0001193125-25-161621,1.01|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-25-000699,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001845022,BASE,"COUCHBASE, INC.",2025-09-24,2025-09-24,2025-09-24,24.51,24.51,0.0,0.002864157119476296,0.0069843878389483915,0.0,1.0,2025-09-24,0001140361-25-035929,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-25-000938,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001858257,AVDX,"AVIDXCHANGE HOLDINGS, INC.",2025-10-15,2025-10-15,2025-10-15,10.0,10.0,0.0,0.005025125628140836,0.005025125628140836,0.0,1.0,2025-10-15,0001193125-25-239635,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-25-001023,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001834494,MLNK,"MERIDIANLINK, INC.",2025-10-23,2025-10-23,2025-10-23,20.01,20.01,8601331.0,-0.003486055776892316,0.004014049172102352,0.0,1.0,2025-10-24,0001140361-25-039178,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-25-000801,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001868778,INFA,INFORMATICA INC.,2026-08-12,2025-11-17,2025-11-17,24.79,24.79,2897778.0,-0.0024144869215292353,-0.00161095449053561,0.0,1.0,2025-11-18,0001104659-25-113667,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-25-000882,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001837686,VMEO,"VIMEO, INC.",2025-11-24,2025-11-24,2025-11-24,7.85,7.85,0.0,0.0025542784163472554,0.008997429305912519,0.0,1.0,2025-11-24,0001104659-25-115501,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-25-001176|0001354457-25-001175,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001392972,PRO,"PROS HOLDINGS, INC.",2025-12-08,2025-12-08,2025-12-08,23.25,23.25,5177212.0,0.0012919896640828377,0.006493506493506329,0.0,1.0,2025-12-09,0001193125-25-312044,1.01|1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|7.01|8.01|9.01,True,0000876661-25-000950,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001528129,VTLE,"VITAL ENERGY, INC.",2025-12-12,2025-12-12,2025-12-12,17.92,17.92,2810743.0,-0.05535055350553486,0.04795321637426908,0.0,1.0,2025-12-15,0001193125-25-319188,1.01|1.02|2.01|3.01|3.03|5.01|5.02|9.01,True,0000876661-25-000963,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001705873,BRY,BERRY CORP (BRY),2025-12-18,2025-12-18,2025-12-18,3.26,3.26,0.0,-0.03550295857988173,-0.04117647058823537,0.0,1.0,2025-12-18,0001193125-25-325047,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-25-001285,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001509589,CIVI,"CIVITAS RESOURCES, INC.",2026-01-29,2026-01-29,2026-01-29,27.38,27.38,22402664.0,0.004770642201834763,0.00735835172921262,0.0,1.0,2026-01-30,0001104659-26-008521,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-26-000073,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001721947,JAMF,JAMF HOLDING CORP.,2026-01-30,2026-01-30,2026-01-30,13.05,13.05,0.0,0.0038461538461538325,0.0038461538461538325,0.0,1.0,2026-02-02,0001104659-26-009193,1.01|1.02|2.01|2.03|2.04|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-26-000116,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001725057,DAY,"DAYFORCE, INC.",2026-02-03,2026-02-03,2026-02-03,69.86,69.86,29881244.0,0.007644598297995131,0.008517395697993368,0.0,1.0,2026-02-04,0001140361-26-003628,1.01|1.02|2.01|3.01|3.02|3.03|5.01|5.02|5.03|7.01|8.01|9.01,True,0000876661-26-000087,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001475115,EB,"EVENTBRITE, INC.",2026-03-10,2026-03-10,2026-03-10,4.51,4.51,0.0,0.018058690744920947,0.02499999999999991,0.0,1.0,2026-03-10,0001140361-26-008636,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-26-000219,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001699838,CFLT,"CONFLUENT, INC.",2026-03-17,2026-03-17,2026-03-17,30.99,30.99,0.0,0.008460787504067646,0.014070680628272214,0.0,1.0,2026-03-17,0001104659-26-029071,1.01|2.01|2.04|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-26-000262,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
